"Cleric Who Died in Pakistan Custody  #39;Tortured #39; ISLAMABAD (Reuters) - An Afghan Islamic cleric who died in custody in Pakistan on Wednesday had signs of torture on his body, an intelligence official said. ",0,World
"Google Slashes IPO Price UPDATED: Search engine darling Google (Quote, Chart) has slashed the price of its long-awaited public offering by about 30 percent to between \$85 and \$95 per share and plans to sell fewer shares. ",2,Business
"Janus Loses \$5 Billion The bad news just keeps pouring in for mutual fund manager Janus Capital Group (NYSE: JNS). Yesterday, the Denver-based firm reported that European banker ING Group (NYSE: ING) will pull \$5 billion from its mutual funds, or ...",2,Business
"Parmalat sues Grant Thornton, Deloitte for \$10 billion CHICAGO Italian dairy company Parmalat today filed a ten (B) billion dollar lawsuit against two auditors it accuses of overlooking fraud that nearly led to the company #39;s downfall. ",2,Business
"Is Applied Materials Losing Momentum? Despite a strong third-quarter performance from Applied Materials (Nasdaq: AMAT), a weaker fourth-quarter outlook has the chip equipment maker #39;s shares treading water today. ",2,Business
"McDonald #39;s to use cashless payment system TORONTO, Aug. 18  McDonald #39;s restaurants has announced an agreement to accept MasterCard PayPass, a new  quot;contactless quot; payment option utilizing radio frequency technology at select McDonald #39;s restaurants in the United States. Participating McDonald #39;s ...",2,Business
"Update 1: Vivendi, Messier Are Fined \$1.35 Million Vivendi Universal and its former chief Jean-Marie Messier have each been fined 1 million euros (\$1.35 million) for misleading financial information issued by the company when Messier was in charge, Messier #39;s lawyer said Tuesday.",2,Business
"Tiffany sells stake in Aber Diamond, discount arrangement ends TORONTO (CP) - US jewelry retailer Tiffany  amp; Co. has sold its nearly 14 per cent stake in Aber Diamond Corp., part owner of Canada #39;s second diamond mine, Diavik.",2,Business
"SEC Says Google IPO Document Effective  WASHINGTON (Reuters) - The U.S. Securities and Exchange  Commission said on Wednesday that it declared effective Google  Inc.'s &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GOOG.O target=/stocks/quickinfo/fullquote""&gt;GOOG.O&lt;/A&gt; registration statement for its initial public  offering.",2,Business
"Australian City Agency Switches to Sun's StarOffice (Ziff Davis) Ziff Davis - In another blow to Microsoft, a government agency in New South Wales, Australia, signs a deal with Sun to migrate 1,500 users to the company's StarOffice productivity suite and Messaging products.",3,Sci_Tech
Ford scraps Oracle-based procurement system Automaker dumps Everest procurement system to revert to older technologies.,3,Sci_Tech
Briefly: Mozilla makes Japanese push roundup Plus: Macromedia offers Flash video tool...UTStarcom wins Indian IP gear contract...Microsoft tightens Windows-mainframes link.,3,Sci_Tech
Pros point to flaws in Windows security update German security company says it found minor problems in SP2; researchers predict more critical issues will emerge.,3,Sci_Tech
"Sears launches consumer electronics line Department store selling projection TVs via Web; will offer them in stores in the fall, with other devices to follow.",3,Sci_Tech
"Wireless sensor networks looking to Zigbee Alliance Imagine a golf course that can sense rainfall, and adjust the automatic sprinkler system to delay a scheduled watering session or focus on parts of the course that didn't get as much rain as others. Or a hotel that can detect when a room is vacant, and turn off the heating or cooling systems in that room to save energy.",3,Sci_Tech
"Web Surfers Hit Higher Speeds The majority of Internet users in the U.S. have ditched dial-up, survey says.",3,Sci_Tech
"Microsoft Outlook Tool Launched by You Software You Looking For Another Microsoft Outlook Tool\\Microsoft gobbled up Lookout the other week, an Outlook search tool, but You Software is introducing another option to finding one's way around Outlook - You Perform.\\With hundreds of millions of users around the world, Microsoft Outlook is the standard for business e-mail. One ...",3,Sci_Tech
"Hamm Wins All-Around Gymnastics Title (AP) AP - After falling onto the edge of the judges' table on the landing of his vault, Paul Hamm performed two of the most spectacular routines of his career to win the men's all-around gymnastics title by the closest Olympic margin ever.",1,Sports
"Judge in Bryant Case Loosens Gag Order (AP) AP - The judge in the Kobe Bryant sexual assault case has loosened a sweeping gag order after objections from prosecutors, news organizations and attorneys for the accuser.",1,Sports
"Bulluck Picks Super Bowl Shot Over Cash (AP) AP - Keith Bulluck knows his answer to the question of how much is enough. Coming off his first Pro Bowl and All-Pro season, the Tennessee linebacker could have played out the final year of his contract then become a free agent in search of more money. Instead, he signed a six-year,  #36;36 million contract in March and remained a Titan.",1,Sports
American Hamm Claims Men's Gymnastics All-Round Crown  ATHENS (Reuters) - Paul Hamm became the first American man  to claim the Olympic gymnastics men's all-round gold medal on  Wednesday.,1,Sports
"UPDATE 1-Citigroup fined over risky fund recommendations The brokerage watchdog NASD on Tuesday censured Citigroup Inc. (CN: Quote, Profile, Research) and fined the financial services company \$275,000 for violating rules regarding sales of risky investments.",2,Business
"UN food agency steps up Sudan aid as rainy season approaches (Canadian Press) Canadian Press - KHARTOUM, Sudan (AP) - The United Nations' food relief agency is gearing up for a ""critical stage"" in feeding refugees in western Sudan as more people flee ethnic violence there and the rainy season peaks, UN officials said Wednesday.",0,World
"Iraq Cleric Agrees End Uprising, Fighting Continues  NAJAF, Iraq (Reuters) - A radical Iraqi cleric leading a  Shi'ite uprising agreed Wednesday to disarm his militia and  leave one of the country's holiest Islamic shrines after  warnings of an onslaught by government forces.",0,World
SA soldiers 'robbed immigrants' Five soldiers appear in court in South Africa accused of robbing Zimbabwean deportees.,0,World
"Israel 'hits' Gaza City targets An Israeli helicopter fires two missiles at targets in Gaza City, Palestinian witnesses say.",0,World
"Paul Hamm Wins All-Around Event After falling on the landing of his vault, Paul Hamm put on two of the most spectacular routines of his career to win Olympic gold, the first ever by a U.S. man.",0,World
"Al-Sadr OKs Plan to End Fighting in Najaf NAJAF, Iraq - Radical Shiite cleric Muqtada al-Sadr accepted a peace plan Wednesday for Najaf that would disarm his militiamen and remove them from a holy shrine where they are hiding out, according to a spokesman. However, Al-Sadr wanted to negotiate how the deal would be implemented...",0,World
"SEC Gives Final Nod to Google's IPO SAN JOSE, Calif. - The Securities and Exchange Commission granted final approval Wednesday to the paperwork required for Google Inc.'s initial public offering, paving the way for the Internet search giant to set a price for its shares and begin selling them after several stumbles and a last-minute downward revision on the size of the offering...",0,World
"Hamm Wins All-Around Gymnastics Title ATHENS, Greece - After falling onto the edge of the judges' table on the landing of his vault, Paul Hamm performed two of the most spectacular routines of his career to win the men's all-around gymnastics title by the closest Olympic margin ever.    Needing a 9.825 on high bar, his best event, to tie Kim Dae-eun of South Korea for gold, Hamm was dazzling...",0,World
"Colgate to Cut About 4,400 Jobs Colgate-Palmolive Co. (CL) will cut about 4,400 jobs and close a third of its factories under a program aimed at fighting rising costs and focusing on higher-profit areas such as oral care, the company said on Tuesday.",2,Business
"Lamy Strong Candidate for WTO Job-USTR  WASHINGTON (Reuters) - U.S. trade officials said on Tuesday  that former European Union Trade Commissioner Pascal Lamy would  be a ""strong candidate"" to lead the World Trade Organization,  but stopped short of formally endorsing him.",2,Business
"Stocks Close Higher, Dow Above 10,000  NEW YORK (Reuters) - U.S. stocks ended higher on Wednesday,  as investors shrugged off record crude oil prices and bought  beaten-down shares, pushing blue chips to close above 10,000  for the first time in 2 weeks.",2,Business
"CORRECTED: Charley Shows Progress, Pitfalls in Forecasting (Reuters) Reuters - A few decades ago, the earliest warning\Floridians would have had of a hurricane would have been black\clouds on the horizon. Now people are complaining after\Hurricane Charley hit shore at a point just 60 miles off from\the track projected by meteorologists.",3,Sci_Tech
"Oracle intros Business Intelligence 10g Oracle today introduced the latest version of its Business Intelligence product which combines information access, analysis, reporting, data integration and management tools into a standalone application.",3,Sci_Tech
"Mozilla Sparks New Fire with Thunderbird E-Mail Client Thunderbird is touting its new features, like RSS news and blog reader integration into its e-mail client. Users can scan and sort through hundreds of headlines.",3,Sci_Tech
"Sony Announces PS3 GPU December 07, 2004 - In an announcement made around the midnight hour earlier this morning, Sony Computer Entertainment and NVIDIA Corporation jointly confirmed that they have teamed up to create the graphics chip for Sony #39;s next videogame console.",3,Sci_Tech
"United, American OK flight caps to ease airport gridlock CHICAGO : United Airlines and American Airlines have agreed to temporary flight caps at Chicago #39;s O #39;Hare International Airport to ease congestion at one of the world #39;s busiest hubs, federal officials said. ",2,Business
"Stocks End Higher, Dow Back Above 10,000 NEW YORK (Reuters) - US stocks ended higher on Wednesday, as investors shrugged off record crude oil prices and bought beaten-down shares, pushing blue chips to close above 10,000 for the first time in 3 weeks. ",2,Business
Cause of shopping center fire in South Everett under investigation EVERETT  Fire investigators are still trying to determine what caused a two-alarm that destroyed a portion of a South Everett shopping center this morning. ,2,Business
"BigFix eases enterprise deployment of SP2 BigFix, an enterprise security vendor, announced yesterday that its BigFix Enterprise Suite  quot;supports and simplifies quot; the deployment of Windows XP Service Pack 2 (SP2). ",3,Sci_Tech
"Web Surfers Hit Higher Speeds A majority of US home Internet users now have broadband, according to a survey by NetRatings. While the total number of home Internet users has reached a plateau in the US, those who do use the Internet are adopting broadband at a rapid pace, according to ...",3,Sci_Tech
"Compuware Calls for IBM Oust Lawyers for software vendor Compuware (Quote, Chart) filed a motion with a US District Court in Michigan asking a federal judge to impose sanctions against IBM for producing source code two years too late. ",3,Sci_Tech
White House Touts High-End Computing In R amp;D Budgets It #39;s instructing executive-branch heads to give priority to supercomputing and cyberinfrastructure research and development in their fiscal 2006 budgets. ,3,Sci_Tech
